Student_ID,Gender,Age,Attendance,Study_Hours,Assignment_Marks,Internal_Marks,Previous_Semester_Marks,Internet_Access,Family_Support,Extra_Curricular,Sleep_Hours,Daily_Screen_Time,Project_Marks,Quiz_Marks,Class_Participation,Final_Exam_Marks,Performance
STU_2026605,Male,24,65.8,4.9,79.8,41.9,50.7,Yes,Medium,Yes,5.6,1.7,90.9,74.4,50.8,59.7,Average
STU_2026606,Male,25,92.9,7.5,97.9,58.8,69.6,Yes,High,Yes,5.8,6.5,85.5,57.1,69.4,76.2,Good
STU_2026607,Male,18,95.3,1.1,43.0,41.5,44.9,Yes,Medium,No,7.1,4.7,57.8,93.6,47.5,55.4,Average
STU_2026608,Female,19,63.8,6.3,93.4,84.8,51.8,No,Medium,Yes,6.1,3.0,65.6,97.9,87.2,69.9,Average
STU_2026609,Female,21,99.2,6.5,74.6,97.8,96.6,Yes,Medium,No,5.3,5.6,51.2,42.2,37.7,76.7,Good
STU_2026610,Male,25,,6.7,73.8,98.1,98.6,Yes,Medium,No,5.8,5.5,46.7,45.6,88.1,78.9,Good
STU_2026611,Female,25,60.1,3.2,70.0,91.2,62.6,No,High,No,4.7,2.5,83.4,66.8,72.2,74.7,Good
STU_2026612,Female,19,59.2,7.4,44.2,74.1,95.4,Yes,Low,No,8.0,1.2,56.1,36.4,43.1,69.7,Average
STU_2026613,Male,21,94.7,1.8,45.4,80.6,72.7,Yes,Medium,No,7.0,4.0,89.2,60.6,67.9,71.4,Good
STU_2026614,Female,23,82.7,2.8,76.1,53.5,56.2,Yes,Medium,Yes,5.0,5.0,99.7,70.7,49.8,62.7,Average
STU_2026615,Female,21,57.6,8.9,60.5,76.0,82.1,No,High,No,5.4,7.1,44.6,66.5,52.6,71.6,Good
STU_2026616,Male,23,72.0,7.6,95.0,64.6,79.5,Yes,Medium,No,5.0,7.5,68.4,53.2,54.6,64.2,Average
STU_2026617,Male,24,80.8,1.1,64.4,66.3,99.3,Yes,High,No,7.6,4.7,88.1,68.0,34.4,81.3,Good
STU_2026618,Female,20,54.2,3.2,48.6,84.3,,Yes,High,No,5.0,6.3,87.3,97.1,99.0,70.1,Good
STU_2026619,Female,24,94.1,2.9,82.9,53.3,80.3,Yes,Medium,No,8.3,4.1,85.6,44.4,32.2,67.2,Average
STU_2026620,Male,24,90.2,3.4,57.6,55.7,43.1,No,High,No,4.6,6.2,60.9,75.8,76.4,52.4,Average
STU_2026621,Male,20,75.3,3.2,71.5,95.1,46.8,Yes,Medium,No,5.7,2.4,67.2,33.0,56.0,65.3,Average
STU_2026622,Male,21,98.4,1.6,81.9,38.7,40.2,Yes,High,No,9.0,3.6,75.7,34.6,75.2,61.0,Average
STU_2026623,Female,25,70.9,5.1,94.0,66.6,100.0,No,Medium,No,8.1,5.4,98.4,68.6,54.9,78.7,Good
STU_2026624,Female,21,99.2,7.6,87.5,94.3,88.1,Yes,High,No,4.9,1.1,59.7,37.3,77.2,81.4,Good
STU_2026625,Male,23,83.4,6.5,80.6,74.7,87.2,Yes,High,No,8.6,6.1,95.4,31.6,81.0,68.3,Average
STU_2026626,Male,19,81.7,7.1,80.8,70.5,70.6,Yes,High,No,7.0,6.8,56.2,42.0,78.3,73.3,Good
STU_2026627,Female,23,58.3,1.7,96.8,51.2,58.0,Yes,Low,No,8.7,3.8,99.3,69.5,38.0,58.8,Average
STU_2026628,Male,19,94.1,9.6,57.7,57.3,49.1,Yes,Low,No,7.5,4.1,80.2,79.2,76.0,68.2,Average
STU_2026629,Male,24,71.4,8.5,40.1,90.4,57.1,No,High,No,7.9,7.0,67.8,44.2,49.6,64.5,Average
STU_2026630,Female,20,58.1,,56.3,71.3,62.6,Yes,Medium,Yes,9.5,6.4,76.8,76.8,32.0,63.9,Average
STU_2026631,Female,24,50.6,8.4,53.1,68.5,85.4,Yes,Medium,No,5.7,3.0,56.4,42.8,59.0,67.3,Average
STU_2026632,Female,18,78.0,9.4,79.7,41.5,72.4,Yes,Low,No,7.6,3.3,56.5,72.9,60.3,71.0,Good
STU_2026633,Female,21,76.4,5.9,78.0,36.0,44.6,Yes,High,Yes,6.8,5.8,46.8,58.8,62.7,53.1,Average
STU_2026634,Male,19,86.0,2.8,75.6,97.6,41.1,Yes,Medium,No,4.7,4.9,46.8,75.8,79.3,69.7,Average
STU_2026635,Male,23,94.5,6.6,41.0,59.5,46.1,Yes,High,No,4.6,2.1,60.9,99.7,51.6,62.6,Average
STU_2026636,Female,20,54.0,7.7,83.7,74.2,64.6,No,High,No,5.1,3.2,85.8,95.6,52.1,76.6,Good
STU_2026637,Male,19,86.6,7.6,59.4,40.2,96.0,Yes,Low,Yes,7.7,7.3,76.5,30.3,34.2,60.9,Average
STU_2026638,Male,23,59.4,5.7,79.9,79.4,78.2,Yes,Medium,No,7.3,5.8,46.2,92.0,78.1,76.7,Good
STU_2026639,Male,21,92.9,1.6,73.4,95.6,88.1,Yes,High,No,7.3,7.9,91.1,34.7,69.7,85.6,Excellent
STU_2026640,Male,24,91.0,4.3,60.6,72.4,68.0,No,High,No,4.7,6.4,76.1,96.7,54.5,69.9,Average
STU_2026641,Male,21,77.0,9.3,48.1,43.2,61.7,Yes,Medium,Yes,6.8,7.6,97.7,49.7,79.4,58.3,Average
STU_2026642,Male,22,85.5,6.3,45.7,72.8,46.5,Yes,Medium,No,9.1,2.5,80.2,56.7,67.6,62.3,Average
STU_2026643,Male,18,65.7,5.8,89.9,84.8,92.6,Yes,High,No,6.5,6.4,50.5,36.4,62.8,73.6,Good
STU_2026644,Male,22,73.6,3.4,95.1,61.4,87.0,No,Low,No,7.6,1.1,68.4,37.9,65.8,62.3,Average
STU_2026645,Female,20,91.1,4.3,79.0,92.2,,Yes,High,No,8.4,5.7,78.9,80.9,74.5,83.2,Good
STU_2026646,Female,19,73.0,9.1,46.2,77.2,70.7,Yes,High,No,8.4,4.3,41.7,96.1,76.2,73.4,Good
STU_2026647,Female,20,67.9,7.0,64.1,93.5,69.2,Yes,Low,No,7.1,3.4,40.9,72.8,50.2,71.2,Good
STU_2026648,Female,24,74.7,8.1,83.7,75.5,77.5,Yes,High,No,8.8,7.0,47.8,80.1,39.9,68.7,Average
STU_2026649,Female,23,91.4,5.1,86.8,43.5,96.8,Yes,High,No,6.5,7.0,55.1,83.3,41.0,63.1,Average
STU_2026650,Male,21,66.8,6.7,47.1,55.1,74.8,Yes,Medium,No,8.9,1.2,65.8,48.4,74.8,58.6,Average
STU_2026651,Female,22,58.7,3.2,40.0,48.1,72.4,Yes,Medium,No,5.7,5.3,69.2,33.2,91.1,55.5,Average
STU_2026652,Female,25,85.6,7.3,82.7,94.1,43.0,No,High,Yes,5.9,3.6,48.3,30.1,58.7,68.3,Average
STU_2026653,Female,22,91.3,4.8,61.4,84.4,43.8,No,Low,No,4.8,3.9,80.4,54.5,41.9,60.0,Average
STU_2026654,Male,24,55.0,5.0,55.3,79.0,51.2,Yes,Medium,Yes,8.5,6.8,75.8,46.9,83.0,66.3,Average
STU_2026655,Male,22,62.0,6.8,40.8,54.6,41.9,Yes,High,Yes,6.6,3.2,57.7,34.4,88.3,52.8,Average
STU_2026656,Male,24,57.1,9.4,72.4,47.0,84.6,Yes,Medium,No,5.6,7.6,40.8,42.6,91.6,60.6,Average
STU_2026657,Male,25,67.4,1.6,91.1,84.2,,Yes,High,No,5.7,2.3,44.7,38.7,72.5,76.4,Good
STU_2026658,Female,20,72.5,8.4,97.5,65.8,48.2,Yes,Medium,No,9.0,5.6,63.5,94.0,90.3,70.5,Good
STU_2026659,Female,21,87.4,3.6,73.9,49.7,90.2,Yes,Medium,No,8.7,5.7,49.2,39.8,31.1,61.0,Average
STU_2026660,Male,19,82.6,5.0,70.9,75.1,49.3,Yes,Low,No,7.3,2.8,62.6,67.6,37.5,65.9,Average
STU_2026661,Female,23,81.0,1.2,45.1,37.6,58.1,Yes,High,No,7.6,3.3,77.7,71.5,36.5,53.2,Average
STU_2026662,Female,19,67.6,3.7,72.9,56.2,54.9,Yes,Medium,No,6.9,6.8,72.8,68.0,79.9,55.3,Average
STU_2026663,Male,20,92.1,5.5,62.8,65.5,62.3,Yes,Medium,No,6.5,6.3,53.9,36.9,34.9,58.5,Average
STU_2026664,Male,23,73.6,1.5,76.4,44.6,55.3,Yes,High,No,9.1,3.3,60.6,52.3,64.7,57.1,Average
STU_2026665,Male,22,99.0,5.4,63.3,99.0,69.3,Yes,High,No,5.1,4.7,76.8,33.6,63.1,78.1,Good
STU_2026666,Male,25,81.7,9.3,54.4,48.6,64.4,No,High,No,6.6,1.4,91.7,57.7,51.7,68.8,Average
STU_2026667,Male,25,56.3,1.9,45.7,43.5,99.2,Yes,Medium,Yes,6.2,2.5,85.2,43.2,90.9,65.6,Average
STU_2026668,Male,18,83.8,7.9,58.9,48.2,43.4,Yes,Medium,Yes,7.0,4.4,73.2,69.3,41.9,63.3,Average
STU_2026669,Male,20,66.3,4.7,45.8,85.0,48.5,Yes,High,Yes,6.8,1.6,61.7,78.5,54.7,65.8,Average
STU_2026670,Male,20,84.3,6.9,50.6,62.7,43.2,Yes,Medium,Yes,7.1,6.9,61.9,67.2,84.2,58.6,Average
STU_2026671,Female,21,53.5,3.3,99.2,71.8,77.6,No,Medium,No,5.2,6.0,92.8,60.4,32.1,66.9,Average
STU_2026672,Male,19,58.7,2.4,66.6,36.4,43.3,Yes,Medium,Yes,7.1,7.6,42.4,57.1,77.1,46.0,Poor
STU_2026673,Female,20,92.8,2.4,71.9,37.2,90.2,Yes,High,Yes,5.7,5.9,99.3,88.9,87.1,76.5,Good
STU_2026674,Male,20,61.4,1.6,92.4,64.0,70.7,Yes,Medium,Yes,5.4,7.6,79.9,45.4,95.3,69.0,Average
STU_2026675,Female,22,91.9,2.7,99.7,88.1,71.6,Yes,High,Yes,4.8,4.9,80.9,81.4,91.3,86.0,Excellent
STU_2026676,Male,22,64.0,7.0,75.0,92.5,73.7,No,High,Yes,8.3,5.2,42.3,83.0,52.4,80.2,Good
STU_2026677,Male,23,82.1,8.9,88.7,40.6,50.2,Yes,Medium,No,6.6,7.8,76.3,59.3,71.0,53.1,Average
STU_2026678,Female,24,84.7,8.3,59.6,70.0,51.9,Yes,High,No,7.6,5.5,69.1,50.8,35.4,71.1,Good
STU_2026679,Female,24,75.6,7.2,58.3,94.4,59.1,Yes,High,Yes,8.1,1.2,46.3,62.9,48.1,69.6,Average
STU_2026680,Female,18,65.3,2.0,64.2,60.2,75.6,Yes,High,No,7.9,6.1,56.7,36.5,36.6,60.9,Average
STU_2026681,Male,24,60.6,3.6,80.4,88.9,52.6,Yes,High,No,6.9,7.3,93.4,33.2,52.1,67.4,Average
STU_2026682,Male,21,51.7,3.8,80.9,43.7,47.0,Yes,High,Yes,6.4,6.6,73.0,37.8,91.3,57.8,Average
STU_2026683,Female,18,65.2,3.2,58.9,95.8,98.2,Yes,Low,No,6.4,5.1,64.8,43.1,54.3,71.6,Good
STU_2026684,Female,23,82.7,5.6,48.0,83.8,41.3,Yes,High,No,7.7,5.7,44.4,65.3,69.3,67.4,Average
STU_2026685,Female,22,96.9,5.8,77.9,96.2,88.2,No,High,No,7.0,7.9,82.8,89.4,60.3,78.5,Good
STU_2026686,Female,24,93.6,4.2,47.7,79.0,87.3,Yes,High,No,8.7,1.6,82.2,46.5,62.1,75.9,Good
STU_2026687,Male,19,88.3,4.2,74.7,58.6,57.8,Yes,Low,Yes,8.9,5.7,76.8,95.5,97.9,64.3,Average
STU_2026688,Female,22,89.4,8.5,81.6,96.0,48.1,Yes,Medium,No,5.4,3.0,70.6,96.8,50.7,71.3,Good
STU_2026689,Male,25,83.2,8.1,82.0,52.9,48.7,Yes,High,No,5.2,5.5,66.0,97.1,73.9,64.9,Average
STU_2026690,Male,21,63.0,3.8,85.2,56.6,,Yes,Low,No,7.7,5.3,75.6,88.6,59.4,70.8,Good
STU_2026691,Male,22,95.4,9.2,92.4,80.6,78.6,Yes,High,Yes,6.0,2.1,54.0,55.5,34.3,82.2,Good
STU_2026692,Female,21,83.5,9.6,70.0,84.7,87.0,Yes,High,No,4.6,2.4,96.5,35.1,64.3,83.6,Good
STU_2026693,Male,21,78.0,3.9,83.8,95.4,,Yes,High,No,8.9,5.4,75.3,69.8,86.9,81.3,Good
STU_2026694,Male,21,55.5,4.2,77.2,48.3,81.5,Yes,High,No,5.6,1.9,58.7,69.1,36.9,63.2,Average
STU_2026695,Female,23,72.4,5.6,51.2,86.9,49.4,Yes,High,Yes,9.1,2.9,67.0,89.5,34.9,75.8,Good
STU_2026696,Male,21,73.0,9.5,41.5,83.0,54.6,Yes,Medium,No,8.1,6.8,88.3,99.7,40.8,72.4,Good
STU_2026697,Female,21,93.2,8.9,57.1,39.1,90.5,Yes,High,No,8.3,3.3,49.7,65.6,83.5,68.7,Average
STU_2026698,Male,25,77.3,1.9,66.6,60.2,52.6,No,Medium,No,5.5,4.4,57.6,54.2,80.7,56.0,Average
STU_2026699,Female,19,69.0,4.5,77.0,53.4,44.4,No,High,No,5.7,7.6,80.8,43.0,69.6,57.3,Average
STU_2026700,Female,18,98.8,6.0,91.0,54.8,82.2,Yes,High,No,7.1,2.6,58.9,30.3,62.8,72.0,Good
STU_2026701,Male,20,55.5,5.5,51.8,98.9,64.2,Yes,Medium,No,5.4,3.7,87.6,65.6,92.2,75.9,Good
STU_2026702,Male,25,71.1,2.7,47.5,76.8,95.2,Yes,Low,No,6.0,5.2,47.8,68.9,83.7,63.4,Average
STU_2026703,Male,18,52.1,8.7,97.8,81.6,79.0,Yes,High,No,6.1,6.3,85.8,87.7,86.8,84.1,Good
STU_2026704,Male,21,87.0,7.1,46.5,98.5,45.4,No,Medium,No,5.3,7.3,44.1,65.3,86.9,59.9,Average
STU_2026705,Female,19,95.9,8.5,68.7,59.5,96.9,Yes,High,Yes,5.5,7.4,40.8,94.2,75.0,74.2,Good
STU_2026706,Male,22,64.0,8.7,75.1,87.1,55.5,Yes,High,No,8.4,6.4,93.9,74.0,62.1,76.2,Good
STU_2026707,Female,19,92.9,7.7,72.5,63.2,60.2,Yes,High,No,5.3,2.6,74.9,88.8,90.5,70.5,Good
STU_2026708,Male,25,64.6,5.0,45.2,91.5,64.1,Yes,High,No,4.6,1.2,61.1,40.4,94.8,71.0,Good
STU_2026709,Female,21,95.5,6.5,43.4,46.7,43.1,Yes,High,No,7.6,3.7,54.0,89.9,31.7,59.2,Average
STU_2026710,Female,19,87.7,2.4,46.3,96.6,69.8,Yes,High,No,9.4,2.0,77.0,77.3,33.6,74.2,Good
STU_2026711,Female,24,90.2,7.1,75.1,49.2,47.4,Yes,Medium,No,6.2,6.0,70.5,41.9,97.1,56.9,Average
STU_2026712,Male,19,50.9,2.6,72.7,56.2,64.1,Yes,High,Yes,5.1,5.6,99.5,43.3,49.4,65.9,Average
STU_2026713,Male,21,98.1,7.2,54.0,84.2,61.0,Yes,Medium,No,7.4,1.3,99.0,94.9,91.1,80.0,Good
STU_2026714,Male,23,86.3,3.1,78.3,60.6,86.4,Yes,High,Yes,9.0,6.9,78.1,32.3,57.2,67.7,Average
STU_2026715,Female,24,65.2,2.1,89.2,74.5,88.2,Yes,Medium,Yes,8.4,2.7,66.6,62.4,38.3,79.2,Good
STU_2026716,Female,19,91.5,2.5,42.5,63.9,49.2,Yes,Medium,No,7.6,4.0,69.5,51.9,35.6,63.7,Average
STU_2026717,Female,20,64.1,1.0,69.9,83.3,62.0,Yes,High,No,6.1,5.7,80.9,76.6,41.0,65.4,Average
STU_2026718,Male,20,93.6,7.5,81.4,49.8,62.4,No,High,No,7.2,4.0,46.1,88.8,47.5,73.0,Good
STU_2026719,Female,19,55.6,7.6,55.1,38.8,49.1,No,Medium,Yes,5.0,4.1,59.7,55.2,64.2,50.3,Average
STU_2026720,Female,23,85.2,5.6,58.5,54.5,87.9,No,Low,Yes,7.9,1.5,44.5,59.9,79.1,58.3,Average
STU_2026721,Male,22,77.0,2.5,76.8,65.8,82.4,Yes,High,No,8.1,3.8,44.4,98.7,99.0,76.6,Good
STU_2026722,Male,21,54.8,1.8,93.9,45.9,51.4,Yes,High,No,9.3,6.4,51.8,84.9,60.9,54.9,Average
STU_2026723,Female,20,62.1,1.2,88.6,58.1,62.0,Yes,Low,Yes,5.8,7.4,69.1,92.8,66.3,61.7,Average
STU_2026724,Female,22,50.6,2.5,75.0,61.0,46.3,No,High,No,4.6,3.9,87.1,60.7,66.5,59.2,Average
STU_2026725,Female,19,73.4,9.0,83.8,38.7,77.7,No,Medium,No,7.2,4.0,69.1,46.4,67.8,65.4,Average
STU_2026726,Male,25,65.1,3.2,61.9,72.9,47.3,No,High,No,8.0,5.9,60.1,58.8,66.2,55.6,Average
STU_2026727,Female,22,79.9,4.2,78.5,92.5,99.2,Yes,High,No,8.5,7.6,44.9,80.1,30.6,83.2,Good
STU_2026728,Male,24,64.9,1.9,68.0,44.9,86.8,No,Medium,No,5.5,2.9,73.0,37.7,30.1,51.6,Average
STU_2026729,Male,18,65.0,3.0,51.4,73.9,63.4,Yes,Medium,No,5.8,4.1,56.3,48.9,36.8,54.7,Average
STU_2026730,Male,20,87.2,5.7,82.1,78.2,74.7,Yes,High,No,7.1,6.6,76.9,33.3,37.1,75.8,Good
STU_2026731,Female,19,52.4,6.5,73.4,62.3,94.7,Yes,Medium,Yes,6.2,5.3,98.6,60.3,79.3,82.0,Good
STU_2026732,Female,25,95.1,3.2,61.5,80.6,73.2,Yes,Medium,No,8.8,1.8,46.7,87.9,44.3,66.7,Average
STU_2026733,Female,21,92.6,1.5,94.7,61.7,50.5,Yes,Medium,No,6.9,5.4,52.7,31.7,92.6,63.2,Average
STU_2026734,Male,25,83.4,4.5,41.3,67.8,62.7,Yes,High,No,8.5,2.3,68.4,77.3,95.0,73.7,Good
STU_2026735,Female,23,79.7,3.1,58.9,35.5,90.6,Yes,Medium,No,7.4,4.6,98.1,95.3,98.3,75.9,Good
STU_2026736,Male,24,94.6,3.0,43.4,80.0,78.7,Yes,Medium,Yes,8.4,4.7,86.3,46.6,95.7,74.6,Good
STU_2026737,Female,19,59.3,9.6,86.0,78.0,79.0,No,Medium,Yes,6.2,7.1,93.9,78.6,49.0,70.6,Good
STU_2026738,Male,21,53.9,6.5,82.1,37.5,92.0,Yes,Medium,No,8.7,4.2,60.0,98.3,65.7,59.1,Average
STU_2026739,Male,23,62.0,6.0,59.9,58.9,93.6,Yes,High,No,5.9,3.0,99.5,97.4,42.3,75.4,Good
STU_2026740,Male,23,89.7,4.7,80.5,98.6,95.2,Yes,Medium,Yes,7.2,2.6,46.2,46.4,86.4,87.6,Excellent
STU_2026741,Male,19,51.7,4.9,63.8,62.3,45.7,No,Medium,No,5.6,7.1,43.2,37.0,92.2,43.0,Poor
STU_2026742,Female,24,79.1,5.9,85.4,67.6,72.6,Yes,High,No,6.9,2.2,91.3,40.4,89.6,77.8,Good
STU_2026743,Female,22,99.8,7.3,67.3,94.1,84.4,Yes,Medium,No,6.1,4.0,95.6,79.1,60.3,81.1,Good
STU_2026744,Male,22,92.8,7.3,64.7,81.6,85.4,Yes,High,No,5.8,2.3,45.4,80.8,83.1,76.6,Good
STU_2026745,Female,23,76.1,2.5,96.1,72.8,76.4,Yes,Medium,No,9.3,6.4,46.8,77.2,36.8,68.4,Average
STU_2026746,Male,22,53.2,5.5,55.1,86.9,50.0,Yes,High,No,5.3,4.3,42.0,53.5,32.8,58.1,Average
STU_2026747,Female,18,91.6,4.7,47.2,91.2,87.8,No,Medium,No,8.4,3.5,46.3,41.9,82.7,70.9,Good
STU_2026748,Female,23,79.9,8.8,75.1,64.7,83.2,Yes,Low,Yes,9.4,3.5,52.6,70.7,59.8,66.9,Average
STU_2026749,Female,23,55.7,,98.2,65.9,45.2,Yes,Medium,Yes,4.6,7.0,98.2,63.9,99.7,71.9,Good
STU_2026750,Male,21,54.7,5.8,62.7,60.1,67.8,No,Low,Yes,8.0,4.9,80.1,81.0,36.8,64.1,Average
STU_2026751,Female,22,95.5,2.0,43.7,97.8,50.4,No,Low,No,5.8,6.0,86.7,60.9,89.9,60.7,Average
STU_2026752,Female,24,83.5,6.5,60.4,80.3,60.2,Yes,High,Yes,4.7,7.3,86.6,53.7,63.6,75.7,Good
STU_2026753,Male,23,91.5,2.1,70.4,40.4,41.1,No,Medium,Yes,6.5,7.3,72.1,50.5,87.9,51.2,Average
STU_2026754,Male,25,93.9,4.0,49.7,91.1,64.0,Yes,Medium,No,9.2,3.3,87.8,44.8,87.2,69.4,Average
STU_2026755,Female,24,78.6,2.3,79.5,66.2,73.0,Yes,Low,Yes,4.6,7.7,75.7,48.6,94.1,63.2,Average
STU_2026756,Female,18,75.9,7.2,99.9,39.5,77.2,Yes,High,Yes,7.4,1.2,58.9,36.6,50.8,70.0,Good
STU_2026757,Female,21,71.5,2.9,67.1,70.7,79.8,Yes,Low,Yes,7.0,3.6,73.7,54.3,96.5,71.5,Good
STU_2026758,Female,19,65.8,4.5,61.3,62.1,90.2,Yes,Medium,No,8.9,7.3,72.0,32.6,40.6,70.4,Good
STU_2026759,Female,24,71.7,9.1,64.0,92.1,52.9,Yes,Medium,Yes,4.9,2.9,89.4,43.0,35.7,73.7,Good
STU_2026760,Male,23,88.7,2.8,46.9,48.3,47.2,Yes,High,No,7.9,2.9,98.9,82.3,60.2,58.7,Average
STU_2026761,Male,18,80.1,5.6,93.0,88.7,91.1,Yes,High,No,7.9,3.1,64.7,52.8,88.0,84.3,Good
STU_2026762,Male,20,94.6,4.8,64.9,71.2,49.4,Yes,Medium,No,7.8,5.3,85.8,76.8,63.1,65.2,Average
STU_2026763,Female,18,72.2,1.2,63.2,38.5,98.5,Yes,High,No,9.2,4.1,46.0,80.2,88.1,61.7,Average
STU_2026764,Male,18,80.4,8.1,79.6,98.2,90.6,Yes,Medium,No,8.6,6.1,86.6,70.7,81.1,76.5,Good
STU_2026765,Female,21,81.6,1.6,66.5,68.3,70.1,Yes,High,Yes,4.7,7.3,62.3,97.1,44.7,63.1,Average
STU_2026766,Female,19,79.6,5.3,78.9,53.9,98.9,Yes,Medium,Yes,6.9,5.7,42.4,31.5,96.4,58.7,Average
STU_2026767,Female,20,85.1,6.0,43.7,65.5,45.8,Yes,High,Yes,6.5,2.4,61.8,81.7,34.3,62.7,Average
STU_2026768,Male,22,61.9,6.7,88.8,90.8,58.2,Yes,Medium,Yes,6.1,7.5,76.6,97.1,92.9,76.5,Good
STU_2026769,Female,22,75.6,7.2,96.4,54.8,78.3,Yes,Medium,Yes,6.8,2.9,47.2,90.4,51.3,71.4,Good
STU_2026770,Male,24,55.2,3.3,78.9,47.5,61.0,Yes,High,Yes,6.4,2.0,95.4,41.8,65.0,64.1,Average
STU_2026771,Female,18,69.2,1.1,97.3,43.4,95.7,No,High,No,6.7,1.6,44.7,52.9,59.6,56.5,Average
STU_2026772,Male,25,74.4,7.5,49.1,54.4,43.9,Yes,High,No,9.4,4.9,95.8,42.1,42.0,62.2,Average
STU_2026773,Male,21,82.6,5.8,68.6,85.7,73.0,Yes,Medium,No,4.9,1.8,82.4,72.1,55.1,82.2,Good
STU_2026774,Female,25,97.5,8.5,76.1,65.7,75.5,Yes,Medium,No,9.1,2.0,59.8,79.9,43.5,72.9,Good
STU_2026775,Male,21,80.0,8.4,74.9,49.8,79.2,No,Medium,Yes,6.9,3.1,63.4,52.2,44.3,61.1,Average
STU_2026776,Male,22,87.2,8.6,64.1,45.8,55.3,Yes,Medium,Yes,7.6,3.0,84.4,67.8,43.1,62.7,Average
STU_2026777,Female,24,75.3,5.4,60.3,56.6,61.9,Yes,Medium,No,8.7,5.2,76.1,78.4,64.2,60.6,Average
STU_2026778,Female,24,81.7,4.0,47.6,96.1,90.6,Yes,High,Yes,6.3,6.7,80.3,59.5,85.9,78.7,Good
STU_2026779,Female,24,53.5,8.1,63.5,57.3,51.7,Yes,High,Yes,6.7,6.3,63.3,89.8,69.8,65.5,Average
STU_2026780,Female,20,62.7,5.1,49.8,99.2,89.6,Yes,High,No,6.5,2.8,69.3,84.0,92.5,80.8,Good
STU_2026781,Female,19,68.1,2.7,84.1,66.5,73.8,Yes,Low,No,6.4,2.7,99.4,34.5,74.6,70.3,Good
STU_2026782,Male,20,73.6,8.7,52.5,46.6,85.7,Yes,Low,No,9.1,7.8,52.8,73.5,78.3,60.0,Average
STU_2026783,Male,23,52.3,8.9,43.5,92.9,82.8,Yes,High,Yes,8.6,1.1,65.1,46.5,76.7,76.2,Good
STU_2026784,Male,23,57.0,5.2,73.1,64.9,52.5,Yes,Medium,No,5.0,7.2,57.5,69.0,61.5,55.6,Average
STU_2026785,Female,25,63.8,1.7,75.7,81.1,74.1,Yes,Medium,No,5.0,2.4,85.9,97.0,78.3,75.8,Good
STU_2026786,Female,19,98.6,4.5,92.3,98.9,92.1,Yes,Medium,No,6.6,7.6,85.8,91.5,34.9,81.7,Good
STU_2026787,Male,22,66.6,8.2,74.6,38.3,65.9,Yes,High,No,5.0,3.4,57.5,58.3,90.2,62.0,Average
STU_2026788,Male,19,74.1,9.1,60.7,41.3,98.0,No,High,No,7.6,4.1,44.9,50.4,84.4,67.0,Average
STU_2026789,Female,21,59.8,2.8,88.2,81.8,67.1,Yes,Medium,Yes,5.2,5.9,40.7,46.4,47.2,68.1,Average
STU_2026790,Male,23,80.5,1.6,72.4,53.3,48.6,Yes,Low,No,7.1,5.1,65.6,67.3,83.8,55.0,Average
STU_2026791,Female,18,64.0,8.9,44.8,47.0,63.4,Yes,Medium,No,4.5,3.2,64.6,38.0,30.9,56.1,Average
STU_2026792,Female,18,60.3,4.5,74.0,37.6,97.1,Yes,High,No,6.1,4.9,99.3,68.4,45.2,75.7,Good
STU_2026793,Female,22,75.8,5.9,94.5,36.4,59.2,Yes,High,No,7.9,6.1,68.2,30.1,34.6,63.1,Average
STU_2026794,Male,21,50.3,9.7,63.8,85.3,92.1,Yes,Medium,No,6.9,1.3,55.4,52.7,84.6,77.0,Good
STU_2026795,Female,25,50.4,1.6,57.8,43.7,92.9,No,Medium,No,9.4,1.1,93.5,45.4,82.9,61.7,Average
STU_2026796,Female,20,61.0,6.8,48.6,65.4,61.0,Yes,Medium,No,8.9,4.2,69.5,98.0,87.0,70.0,Good
STU_2026797,Female,21,51.8,1.7,49.1,74.4,45.0,Yes,Medium,No,6.3,1.9,76.0,80.9,30.3,54.4,Average
STU_2026798,Female,18,55.4,4.4,66.0,62.8,83.5,Yes,High,No,4.7,5.7,45.7,54.5,65.1,56.3,Average
STU_2026799,Female,18,66.9,8.2,75.7,36.8,58.7,Yes,Medium,Yes,8.7,2.5,63.0,36.5,79.3,57.9,Average
STU_2026800,Female,25,90.1,4.9,44.8,85.9,87.0,Yes,Medium,Yes,9.1,4.0,96.7,66.2,40.9,69.2,Average
STU_2026801,Male,23,78.6,10.0,96.4,35.7,66.6,Yes,High,No,8.6,2.4,75.4,44.9,75.5,71.9,Good
STU_2026802,Female,21,75.6,6.0,85.3,84.5,69.1,Yes,Medium,No,5.1,4.8,60.7,67.6,35.9,76.4,Good
STU_2026803,Female,21,64.7,3.9,75.2,93.1,86.7,No,High,No,9.5,1.8,77.5,88.5,42.7,75.6,Good
STU_2026804,Male,18,96.6,3.0,89.7,63.1,62.9,Yes,High,No,5.8,1.2,94.6,73.1,63.3,73.2,Good
STU_2026805,Female,20,69.9,4.2,44.8,69.8,66.6,No,High,Yes,8.1,1.4,56.4,74.4,75.7,65.1,Average
STU_2026806,Female,22,54.4,4.4,68.6,66.0,62.6,Yes,High,Yes,9.0,7.7,70.3,67.9,40.2,63.0,Average
STU_2026807,Female,24,80.9,1.6,77.8,60.3,62.0,Yes,High,No,5.7,2.0,97.5,94.9,43.0,71.7,Good
